class,khaiii_text
협박 대화,소문 벽 붙이 다니 붙이 소문 다 나 오 하 손가락 문제 정말 그냥 앞 서 원래 까마귀 날 배 떨어지 입장 입장 잡 족치 어떡하 정 타 자치 손가락 잡 뽑 정신 맑 같 어쩌 정말
협박 대화,음식 리뷰 그렇 쓰 어떡하 글 삭제 음식 먹 내용 리뷰 장사 망하 좋 말 얼른 삭제 음식 냄새 나 위생 상태 음식 질 떨어지 맛 없 그렇 적 글 삭제 자꾸 이렇 나오 집 배달 가 주소 다 알 카드 내역 싹 다 알 전화번호 개인 정보 다 알 블 랙 컨슈머 찍 매일 집 찾아가 기다리 괴롭히 글 얼른 삭제 사람 말 하 집 음식 다 맛있 하 리뷰 쓰 맛없 담 안 시키 먹 되 리뷰 쓰 협박이 글 쓰 보 안 괴롭히 좋 말 하 안 협박죄 고소 경찰서 신고
갈취 대화,친구 안녕 오늘 남자 친구 라 돈 돈 없 뒤지 나오 래 정말 없 뒤지 나오 다 안 안 내놓 안
직장 내 괴롭힘 대화,김 대 리 주말 주말 여자 친구랑 데이트 기 하 약속 다음 주로 미루 안 되 왜 그러 이번 주 가족 여행 가 집 강아지 좀 돌보 약속 있 이렇 직장 생활 못 강아지 돌보 입사 앞 회사 생활 어렵 대우 너무 부당
기타 괴롭힘 대화,뚱떙 이 어 제 먹 자 얼굴 퉁퉁 붓어 뚱뚱이 뚱뚱이 맞 정신 차리 뚱떙이 편의점 가 컵 좀 사 오 돈 없 뚱 이 사 오 사 오 말 많 때리 마 뚱떙 이 삼각김밥 사와 불고기 맛 안 빨리 안 튀 분 알 엉엉엉
협박 대화,그러 친구 그러 소문 퍼 트리지 마 소문 사실 말 엄마 유부 남 바람피우 낳 자식 사실 떠들 다니 친 구 아빠 안 보이 말 입 문제 같 접착제 붙이 입 물 붙이 제정신 제정신 제정신 지 남 사생활 까 발리 다니 가만 안 두 조금 기다리 본드 사 오 입 칠 제정신
협박 대화,말 모르 모르 증인 싫 진 짜 너무 캄캄 못 보 막장 인생 알 진짜 아무것 안 보이 칼 찔리 아프 안 아프 자꾸 이러 진짜 못 보 찌르 살리
직장 내 괴롭힘 대화,박 대리 날 지각 늦 맨날 일부러 늦 그렇 다음 승진 못 절 대 막 왜 그러 잘못 네 잘 잘못 저번 늦 때 하 새끼 다음 승진 없 프로젝트 무조건 막 제발 그러 재수 없 승진 못
직장 내 괴롭힘 대화,김 대 리 오늘 하 날 오늘 리포트 작성 날 보 안 하 아직 시간 남 준비 리프트 하루 종일 하루 종일 야근 오늘 하 가 지금 제출 금방 준비 거짓말 치 필요 없 야근 하 가
갈취 대화,빨갛 가방 저 지나가 애 말 일 누나 말 지금 담배 사 돈 떨어지 요즘 이렇 냐 담뱃값 주 말 담배 사 되 돈 없 주 눈 띄 돈 없 당연히 없 하 담배 못 사 못 피 몸 때 우 래
갈취 대화,오락 하 동전 없 주 지금 없 거짓말 빨리 내놓 진짜 아까 오락 남 돈 뒤지 나오 때 이 진 짜 진짜 안 가방 주머니 있 다 꺼내 다예요 맞 죽 진 짜 다예 보
직장 내 괴롭힘 대화,얼마나 남 다 한참 남 신입 퇴근 기세 그러 좀 도와주 원래 돕 하 신입 선배 도와주 그러 뒤 약속 신입 승진 싫 다 끝내 하
협박 대화,빨리 돈 구해 정말 돈 나오 없 제발요 부모 가게 정리 돈 어 제 들어오 부모 동안 되 약하 죽 인생 마감 벌 매달 갚 벌 갚 있 돈 그냥 자살 인생 끝내 연락 지금 입금 하 부모 자식 죽 평생 돈 자식 살리 더 낫 대신 부모 절대 건드리
협박 대화,사람 컴플레인 하 조용히 하 사람 알 사람 건방지 지역 지주 조용히 하 래 공공 장소 너무 시끄럽 피해 가요 웃기 확 그냥 입 찢 목소리 낮추시 진정 야 진정 건방지 자르 계속 협박 고소 고소 확 죽이
기타 괴롭힘 대화,찐따 내일 숙제 있 알 해와 그냥 하 해 맞 싫 알 어제 수업 째 감 쓰 되 부탁 잘못 없 새끼 웃 기 원래 찐따 맡기 싫 싫 전교 왕 당하 지옥 살 만들 알 해
협박 대화,칼 있 죽이 잘못 잘못 참 얼른 가져오 목숨 살리 원하 다 하 칼 있 가져오 직접 가져올 살리 칼 지금 가지 보 죽이
기타 괴롭힘 대화,이렇 안 내려오 층 잡 에이 바쁘 이렇 븥잡 이제 내려오 타 왜 이렇 엘리베이터 붙잡 죄 송하 남편 몸 불편 살 아파트 그렇 휠체어 타 다니 아파트 살 휠체어 타 층 살 사람 불편 엘리베이터 층 살 빨리빨리 움직이 바쁘 한참 기다리 불편 하
갈취 대화,저번 술 마시 날 동영상 찍 가족 보이 되 동영 상 동 영 상 그러 동영상 갑자기 그러 원하 오늘 입금 돈 있 어쩌 없 사진 내일 보 낼 잠시 시간 주 내일 생각
직장 내 괴롭힘 대화,오늘 반차 쓰 되 같 이렇 바쁘 반차 쓰 집안 사정 집 평화롭 이렇 바쁘 반 차 생각 저번달 휴가 안 쓰 지금 잘못 지금 쉬 힘들 죽 그렇 들리 집안 사정 나발 반차 없 합세
협박 대화,기껏 죽 사람 데리 살리 감히 뒤통수 치 살리 이용 안 렇 때 입 못 떼 빌 빌 기 많이 크 그렇 도 안 데리 오 지금 죽 모르 밑 노예 살 개 인생 살아오 이 제서 인생 찾 문제 머리 검 짐승 거두 말 보 느끼 인생 찾 하 생각 죽 되 인생 죽네 사네 판단 밑 먹 자 입 정도 다 지 빚 다 잊 날 신 인생 찾 정도 각오 해 지 원하 하 일 의지 없 의견 존중 없 이제 오 살리 귀인 처음 주 때로 돌아가 다시 세상 빛 보 없 놓
협박 대화,가두 눈치 못 채 고알 잖 제발 보 똑바로 안 하 진짜 죽이 진 짜 잘 날 말 그렇 아주 입 동동 뜨 생기 정말 앞 그때 알 알 똑바로 잘 진 짜 죽이 전
기타 괴롭힘 대화,그렇 마르 부럽 부럽 운동 부럽 노력 노력 알 찾 알리 하 찾 피아 프 핑프 날 안 찾아보 물어보 손 없 적당히 하 알 미안
협박 대화,먹 먹 안 괴롭히 이제 안 괴롭히 새롭 신약 먹 죽 독약 맞 독약 주 죽이 린 죽이 생각 별로 없 약 진짠지 실험 잘못 살리 안 먹 빨리 먹 부탁 이러 앞 말 잘 들
직장 내 괴롭힘 대화,대리 빨리 일 급하 하 빨리 회의 들어가 과장 하 일 대리 오전 넘기 하 일 과장 이 하 하 어서 하
갈취 대화,좋 보이 주 휴대폰 안 어제 사 안 있 하 닥치 달 내놓 빨리 주 가 이제 거두 이제 신 처 맞 신고 래 주둥이 닫
협박 대화,죽이 잘못 살리 살리 칼 찌르 말 잘못 아직 모르 살리 가족 무사 다 죽이 가족 건들 제발 말 듣 이제 끝나 가족 존재 가장 제발 보 세 잘 죽
갈취 대화,거 물건 가져가 그러 오빠야 안 됨 오빠 물건 가져가 어쩌 진짜 사기 금품 갈취 알 머래 오빠 동생 물건 가져가 금품 갈취 엄마 다 말 말 짜증 엄마 오빠 물건 맘대로 말 없이 가져가 머 동생 물건 돌리 범죄 엄마 범죄예 그렇 있 앞 용돈 없 알 머예 범죄
협박 대화,미치 새끼 연락 더 연락 협박 신고 죽이 죽이 주소 다 알 딱 대 죽이 경찰 신고 죽 발 대 되 만들 지금 가 죽여 법 하 신고 안 하 돈 줄 끼이 이미 신고 전화 받 발 차단
기타 괴롭힘 대화,이유 없 그냥 재미있 너무 힘들 장난감 이러 짖 짖 구르 하 구르 살 이제 그만 하 아직
협박 대화,시끄럽 살 없 집 아이 교육 조용히 걸 지금 소리 지르 소리 쿵쿵대 소리 올라오 소리 보 가족 밥 먹 거짓말 내려가 신고 전 여자 안 아이 쥐 새 모르 없 있 지금 협박 고통 느끼
갈취 대화,오늘 소개팅 나가 알 좋 살 알 어떡하 친구 좋 일부러 만나 오 차 좀 몰 나가 차 가족 안 빌리 가족 친구 되 안 고등학생 때 개 또 다 병신 제수 알 말 왜 애 처 맞 코피 질질 나 무섭 오줌 지리 알 빌리
직장 내 괴롭힘 대화,민철 아침 커피 잔 사 와 스 벅 가 또 민철 말 있 일 잘못 사람 쓰 정돈 일 열심히 하 열심히 하 사람 많 잘 사람 필요 한숨 쉬 시간 얼른 스벅 가 오 알
협박 대화,할아버지 찾 키우 이유 찾 할아버지 젊음 위하 장기 꺼내가 장기 없이 젊 살 있 말 되 생각 이때 보살피 못 하 보살피 키우 값 집안일 식구 수발 걸핏하면 폭력 행사 하 말 안 들 잖 실장 얘 도망 못 가 게 방 넣 문 잠가 알 할아버지 이러
갈취 대화,김춘자 맞 그렇 김춘자 따님 있 긋 일 따님 데리 따님 보 하 되 부르 계좌 번호 입금 하 돈 없 기간 돈 입금 따님 살 보 힘들 겁 어떻 돈 마련 조금 기다리
기타 괴롭힘 대화,못생기 못생기 구 너무 인생 그렇 살 마 인쉥 그렇 궤 지 날 따르 하 뙈 래홰 괘 뉘 하 제발 너무 재밌 괴롭
협박 대화,돈 있 없 오늘 매점 보 매점 다 쓰 잔돈 있 뒤지 나오 어쩔 진 짜 없 주머니 종이 쪼가리 구라 치 새끼 모르 입 열 구라 새끼
협박 대화,지금 왜 요 죽이 가 왜 그러 나오 죽이 하 되 죽 되 장기 내 팔 죽
기타 괴롭힘 대화,어머 안녕 석훈 어머님 안녕 다 만나 엄마예 안녕 바쁘 이만 가 얘기 듣 선천 문제 있 그 이 석훈이 친하 겁나 거리 두 괜히 문제 생기 맞 모르 두 나 잘못 단순히 문제 있 로 사람 너무 문제 있 애 일반 학교 보내 특수학교 보내 두 문제 생기 무섭 아주
갈취 대화,배고프 그러 빌리 오늘 저번 빌리 안 돌리 나중 갚 께 이번 빌리 제발 그만 빌리 나 요즘 돈 부족 이번 마지막 이번 빌리 싫 좋 말 하 그냥 주 대신 이번 마지막
기타 괴롭힘 대화,맨날 옷 입 빨 입 옷 똑같 있 야 구라 까 옷 살 돈 없 입 그지 새끼 옷 가방 신발 다 싸 구려 편하 입 돈 없 그지 창피 더럽 우 하 진따 새끼 말 걸 더럽 옮 왜 그러 놓 제발
갈취 대화,엄마 왜 아들 돈 보내주 돈 일 생기 빌리 지단달 빌 려 되 그렇 사정 있 사정 되 말 하 돈 안 보내 집 가 그리 알 알 보내 다시 연락
직장 내 괴롭힘 대화,업무 보고 작성 과장 지난번 하 말 듣 서류 작성 발 쓰 지난번 시키 작성 같 잘못 장난 회사 들어오 머리 있 없 다 일 엄마 지금 키우 먹이 알 간 안 잘못 점 찾 다시 제출 알
직장 내 괴롭힘 대화,이 주 임 오늘 점심 피자 당기 좋 대리 좋아하 집 예약 오늘 점심 먹 다 동태탕 어머 부장 오늘 탕 땡 기 이주임 벌써 피자집 예약 하 점심 피자 말 동태탕 먹 이주임 튀 리 그러 오늘 이주임 빼 다 같이 동태탕 나 먹 부장 근처 맛집 가시
협박 대화,늦 이러 어떡하 진짜 사정 있 정말 남 피하 알 정말 안 사과 너무 한거 말 진짜 죽이 없 방금 하 앞 더 젛 가만있 지금 협박 알아듣 같 다행
직장 내 괴롭힘 대화,강인 턴 일 오 보 과장 일 강 인 턴 듣 하 콤퓨타 전공 맞 서울대학교 컴퓨터 나오 그 그 렇 강 인 턴 이렇 없 감사 있 그 렇 다르 아들내미 이번 코딩 숙제 나오 하 애 교육 빠르잖 벌써 코딩 그 그 렇 말 강인 턴 이번 부탁 들 주 넵 과장 아드님 코딩 숙제 앞 맡기 그렇 필요 없 역시 강 턴 서울대 콤퓨타 금방 허
직장 내 괴롭힘 대화,로 선배 부분 인수인계 일 처리 이렇 하 바보 대학 나오 머리 다 인수인계 시간 다 헛 이 들어오 선배 말 말 같 대답 안 하
직장 내 괴롭힘 대화,모레 회사 단합회 장기자 있 알 과장 말 장기 자랑 나가 하 다네 가요 박사원 하 이기 승산 크 너무 갑작 말씀 장기 자랑 우승 하 포상 받 알 알 하 건 하 되 그 아무것 준비 못 하 어차피 나가 춤 추들 노래 하 박 사원 하 있 하 되 잘 있 보장 없 혹 여 우승 못 팀 팀 이상 무조건 나오 지원 하 박사원 하 팀 보태 되 싫
협박 대화,손 들 살리 움직이 죽 이러 살리 손가락 자르 손가락 자르 이러 말 부탁 왼손 자르 부탁 이러 손 하 죽 목숨 살리
갈취 대화,결혼 축하 하 고맙 결혼 청첩장 돌리 애 연락 안 하 별로 그렇 안 친하 생각 애 그렇 생각 안 하 미안 오 고마 알 신랑 말 가슴 수술 전 남자 친구 가슴 아스팔트 껌딱지 충격 먹 그해 여름 방학 수술 모르 음 신랑 수술 안 알 알 차이 신랑 사람 말 되 그러 결혼 자금 부족 있 집 시 집가 친구 좋 좀 도와 하 만 빌리 쓰 줄 정도 돈 없 신랑 역 출구 회계사 하 하 친구 상담 있 가 빌리
직장 내 괴롭힘 대화,가방 루이뷔통이 저요 신참 루이비통 메 체면 어떻 시끄럽 업무 잘 하 김 사원 없 못 매 알 나 요 즘 알 얼른 가 일 하 대리
갈취 대화,님 오늘 모금 날 내 하 이번 모금 쉬 괜찮 궁 하 님 저 번달 안 내 같 모임 취지 이웃 돕 위하 종교 단체 모금 배부 르 하 다 님 위하 길 자꾸 그렇 숨 님 더 이상 뵙 힘들 저번 모임 안 나오 되 하 때 집 가 지 찾아오 님 형제고 자매 같 함께 있 때 표정 너무 좋 안 그 렇 다 모 통하 남 돕 행위 거 이번 달 정말 힘들 특별히 님 받 되
협박 대화,오늘 만나 알 알 말 태평 잘 나오 상황 설명 똑바로 하 찔리 조용히 따라오 오늘 기다리 모르 아까 도대체 소리 전 얼굴 아직 기억 한순간 잊 없 잘 사랑 사람 죽 아주 같 짓 도대체 어쩌 잘 기억 전 나 오늘 처절히 몸 부리 치 꼴 보 아주 다 죽이 날 한순간 잊 없 잊 살 살 살 삶 지옥 속 허우적대 보 잘못
갈취 대화,기업 보안 부 그렇 회사 회원 개인 정보 해킹 다시 말씀 해 킹 사 정보 증거 있 지금 메일 보내 지금 비 트 코인 보내 뿌리 확인 연락 드리 정부 벌금 받 소송 쌀 알
갈취 대화,사이트 가입 사이트 잘 이용 안 하 정보 빌리 아 디 다 만들 만들 없 그렇 하 되 지금 캐릭터 이벤트 주민번호 다 막히 말 정보 끌 만들 어차피 안 하 하 상관없 냐 정보 다 기재 모르 친구 못 믿 그냥 만들 안 쓰 진 짜 짜증 나 네 빨리 주민번호랑 다 알리 급하 안 미안 미치 오 오 하 기어오르 지금 하 키우 싫 빨리 내놓
협박 대화,인생 편하 살 다 무 말씀 모르 짓 저지르 밤 발 뻗 잠 와 오해 있 오해 오해 같 소리 하 전 정말 말씀 이 모르 되 도려내주 신장 제발 살리 시키 다 하 말 내일 접선 장소 물건 가져오 알 습
갈취 대화,내 카드값 내 빌리 지난달 카드값 내 돈 빌리 그렇 떠들 다 죽 빌리 안 갚 도 갖 돈 없 죽 잔말 말 돈 내놓 갚 돈 주 카드값 펑크 나 노사정 안 갚 신불 되 줄 당장 돈 없 먼저 주 내일 주 대신 꼭 갚
기타 괴롭힘 대화,애 뛰 애 묶 뜨겁 음식 나르 위험 사 나 하 서빙 잘 보 다니 애 다치 어떡하 애 갑 튀어나오 애 잘 못 하 직원 관리 시키 조심 아들 공부 안 하 저렇 아저씨 곳 일 아저씨 차 럼 되 싫 공부 열심히 하
직장 내 괴롭힘 대화,하 부장 일 보이 하 금방 하 많 보이 아주 말대답 송 하
협박 대화,그러 학교생활 잘 있 같 이러 마 진짜 보 너무 까불 거슬리 어쩌 하 경찰 신고 우 너무 무섭 가 그러 안 무서 하 하 싫 어쩌 때리 진 짜 자꾸 기어오르 확 아아 악
기타 괴롭힘 대화,어머 아가씨 지금 아가씨 잘못 못 하 아가씨 미치 사장 있 사장 사장 데려 오 손 사장 지금 없 끝 사과 안 하 아가씨 그냥 사과 넘어가 아가씨 태도 보 그냥 못 넘어가 환불 받 때 안 나가 손 이제야 사과하 그냥 사과 안 무릎 꿇 손 지금 못 싫 사장 데려 자르
기타 괴롭힘 대화,누나 정말 예쁘 사진 이리 내 보 닳 보 가슴 크 소리 가슴 철수 더 크 사진 돌리 누나 소개 소개 예 쁘 하 너무 모욕
갈취 대화,돈 필요 갑자기 그냥 갑자기 소나기 좀 맞 생각 되 그냥 날벼 락 맞 생각 편하 손잡 딸 이쁘 딸 상처 입히 안 그렇 딸 귀하 소나기 맞 생각 돈 좀 주
갈취 대화,애 지금 부산 내려가 기차 타 차비 없 빌리 오늘 처음 뵀 사람 도와주 처음 구면 중요 돈 없 신 신발 주 프 맞 신 부산 걸어가 팔 차비 만들 하 안 신발 없 신 되 싫 아기 형 말 안 하 형 권투 배우 사람 눕히 일 얼른 주
직장 내 괴롭힘 대화,밥 먹 가 오늘 가 김 대리 가 미안 선약 방금 밥 먹 가 하 과장 말 너무 크 말 멀 갈 맛 좀 하
기타 괴롭힘 대화,먹 손 일 보 보 상추 시들시들 하 먹 내놓 불 가까이 있 상추 지금 억지 부리 손 가게 절대 먹 손 다시 내놓 지금 없 지 내 억지 부리 손 오해 있 질 알 지금 운영 블로그 사람 들어오 장사 손 잘못 손 오해 부분
갈취 대화,달 월급 들어오 갚 들어오 다 뜯기 미안 말 벌써 달 째 급하 사정 좋 월세 밀리 지난달 형편 나아 이제 지나 곧 이 두 보 장난 갚 내일 안 갚 금이빨 뽑아가 살 벌 농담 같 알 전 불 못 갚 먼저
갈취 대화,안녕 친구 신발 되 예쁘 고맙 해 비싸 보이 신어 되 보 보 너무 잘 어울리 그러 진 짜 예쁘 거 얘 어차피 별로 비싸 대신 신발 줄 신발 가지 맘 들 더 안 비싸 다 신고 가 고맙 잘 신 게
